rank,university,city,field,branch,acceptance_rate,funding
43,Emilio Aguinaldo College,Manila,Engineering,Overall,92,Private
44,Xavier University - Ateneo de Cagayan,Cagayan de Oro,Engineering,Overall,48,Private
45,Nueva Vizcaya State University,Bayombong,Engineering,Overall,100,"Public-private
partnership"
46,University of the City of Manila,Manila,Engineering,Overall,13,"Public-private
partnership"
47,Far Eastern University in Philippines,Manila,Engineering,Overall,74,Private
48,Benguet State University,La Trinidad,Engineering,Overall,100,"Public-private
partnership"
49,Liceo de Cagayan University,Cagayan de Oro,Engineering,Overall,86,Private
50,Palawan State University,Puerto Princesa,Engineering,Overall,75,"Public-private
partnership"
51,Mariano Marcos State University,Batac,Engineering,Overall,82,"Public-private
partnership"
52,Leyte Normal University,Tacloban,Engineering,Overall,84,"Public-private
partnership"
53,University of San Jose-Recoletos,Cebu,Engineering,Overall,61,Private
54,University of the Immaculate Conception,Davao,Engineering,Overall,74,Private
55,Bohol Island State University,Bilar,Engineering,Overall,72,"Public-private
partnership"
56,Southern Luzon State University,Lucban,Engineering,Overall,86,"Public-private
partnership"
57,Bukidnon State University,Malaybalay,Engineering,Overall,87,"Public-private
partnership"
58,University of Zamboanga,Zamboanga,Engineering,Overall,88,Private
59,University of Eastern Philippines,Catarman,Engineering,Overall,85,"Public-private
partnership"
60,University of Northern Philippines,Vigan City,Engineering,Overall,100,"Public-private
partnership"
61,Adventist University of the Philippines,Cavite City,Engineering,Overall,87,Private
1,University of the Philippines Diliman,Quezon,Engineering,Acoustics,12,"Public-private
partnership"
2,De La Salle University,Manila,Engineering,Acoustics,35,Private
3,Ateneo de Manila University,Quezon,Engineering,Acoustics,42,Private
4,University of the Philippines Manila,Manila,Engineering,Acoustics,51,"Public-private
partnership"
5,University of the Philippines Los Banos,Los Banos,Engineering,Acoustics,15,"Public-private
partnership"
6,Mapua University,Manila,Engineering,Acoustics,78,Private
7,University of Santo Tomas,Manila,Engineering,Acoustics,90,Private
8,University of San Carlos,Cebu,Engineering,Acoustics,61,Private
9,Mindanao State University - Iligan Institute of Technology,Iligan,Engineering,Acoustics,40,"Public-private
partnership"
1,University of the Philippines Diliman,Quezon,Engineering,Aerospace,12,"Public-private
partnership"
2,De La Salle University,Manila,Engineering,Aerospace,35,Private
3,University of the Philippines Manila,Manila,Engineering,Aerospace,51,"Public-private
partnership"
4,Mapua University,Manila,Engineering,Aerospace,78,Private
5,University of Santo Tomas,Manila,Engineering,Aerospace,90,Private
6,Ateneo de Manila University,Quezon,Engineering,Aerospace,42,Private
7,University of the Philippines Los Banos,Los Banos,Engineering,Aerospace,15,"Public-private
partnership"
8,University of San Carlos,Cebu,Engineering,Aerospace,61,Private
9,Mindanao State University - Iligan Institute of Technology,Iligan,Engineering,Aerospace,40,"Public-private
partnership"
1,De La Salle University,Manila,Engineering,Agricultural,35,Private
2,University of the Philippines Los Banos,Los Banos,Engineering,Agricultural,15,"Public-private
partnership"
3,Mapua University,Manila,Engineering,Agricultural,78,Private
4,Central Luzon State University,Science City of Munoz,Engineering,Agricultural,67,"Public-private
partnership"
1,De La Salle University,Manila,Engineering,Automotive,35,Private
2,University of the Philippines Diliman,Quezon,Engineering,Automotive,12,"Public-private
partnership"
3,Mapua University,Manila,Engineering,Automotive,78,Private
1,De La Salle University,Manila,Engineering,Aviation,35,Private
1,University of the Philippines Los Banos,Los Banos,Engineering,Biotechnology,15,"Public-private
partnership"
2,De La Salle University,Manila,Engineering,Biotechnology,35,Private
3,University of the Philippines Diliman,Quezon,Engineering,Biotechnology,12,"Public-private
partnership"
4,University of the Philippines Manila,Manila,Engineering,Biotechnology,51,"Public-private
partnership"
5,University of Santo Tomas,Manila,Engineering,Biotechnology,90,Private
6,Central Luzon State University,Science City of Munoz,Engineering,Biotechnology,67,"Public-private
partnership"
7,University of San Carlos,Cebu,Engineering,Biotechnology,61,Private
1,University of the Philippines Diliman,Quezon,Engineering,Chemical Engineering,12,"Public-private
partnership"
2,De La Salle University,Manila,Engineering,Chemical Engineering,35,Private
3,Mapua University,Manila,Engineering,Chemical Engineering,78,Private
4,University of the Philippines Los Banos,Los Banos,Engineering,Chemical Engineering,15,"Public-private
partnership"
5,University of Santo Tomas,Manila,Engineering,Chemical Engineering,90,Private
6,Mindanao State University - Iligan Institute of Technology,Iligan,Engineering,Chemical Engineering,40,"Public-private
partnership"
7,Ateneo de Manila University,Quezon,Engineering,Chemical Engineering,42,Private
8,University of San Carlos,Cebu,Engineering,Chemical Engineering,61,Private
9,Central Luzon State University,Science City of Munoz,Engineering,Chemical Engineering,67,"Public-private
partnership"
10,University of the Philippines in the Visayas,Iloilo,Engineering,Chemical Engineering,12,"Public-private
partnership"
11,Adamson University,Manila,Engineering,Chemical Engineering,61,Private
12,University of the Philippines Manila,Manila,Engineering,Chemical Engineering,51,"Public-private
partnership"
13,Caraga State University,Butuan,Engineering,Chemical Engineering,84,"Public-private
partnership"
14,Mindanao State University,Marawi,Engineering,Chemical Engineering,53,"Public-private
partnership"
1,University of the Philippines Diliman,Quezon,Engineering,Civil,12,"Public-private
partnership"
2,De La Salle University,Manila,Engineering,Civil,35,Private
3,University of the Philippines Los Banos,Los Banos,Engineering,Civil,15,"Public-private
partnership"
4,Ateneo de Manila University,Quezon,Engineering,Civil,42,Private
5,Mapua University,Manila,Engineering,Civil,78,Private
6,University of the Philippines Manila,Manila,Engineering,Civil,51,"Public-private
partnership"
7,Mindanao State University - Iligan Institute of Technology,Iligan,Engineering,Civil,40,"Public-private
partnership"
8,University of San Carlos,Cebu,Engineering,Civil,61,Private
9,Polytechnic University of the Philippines,Manila,Engineering,Civil,40,"Public-private
partnership"
10,University of Santo Tomas,Manila,Engineering,Civil,90,Private
1,University of the Philippines Diliman,Quezon,Engineering,Computer Engineering,12,"Public-private
partnership"
2,De La Salle University,Manila,Engineering,Computer Engineering,35,Private
3,Mapua University,Manila,Engineering,Computer Engineering,78,Private
4,Ateneo de Manila University,Quezon,Engineering,Computer Engineering,42,Private
1,University of the Philippines Diliman,Quezon,Engineering,Computer Networking,12,"Public-private
partnership"
2,De La Salle University,Manila,Engineering,Computer Networking,35,Private
3,Mapua University,Manila,Engineering,Computer Networking,78,Private
4,Ateneo de Manila University,Quezon,Engineering,Computer Networking,42,Private
5,Mindanao State University - Iligan Institute of Technology,Iligan,Engineering,Computer Networking,40,"Public-private
partnership"
6,Technological Institute of the Philippines,Manila,Engineering,Computer Networking,66,Private
7,University of Santo Tomas,Manila,Engineering,Computer Networking,90,Private
8,University of the Philippines Los Banos,Los Banos,Engineering,Computer Networking,15,"Public-private
partnership"
9,University of the Philippines Manila,Manila,Engineering,Computer Networking,51,"Public-private
partnership"
10,University of San Carlos,Cebu,Engineering,Computer Networking,61,Private
11,Emilio Aguinaldo College,Manila,Engineering,Computer Networking,92,Private
12,Lyceum of the Philippines University,Manila,Engineering,Computer Networking,82,Private
1,University of the Philippines Diliman,Quezon,Engineering,Electrical,12,"Public-private
partnership"
2,De La Salle University,Manila,Engineering,Electrical,35,Private
3,Mapua University,Manila,Engineering,Electrical,78,Private
4,Ateneo de Manila University,Quezon,Engineering,Electrical,42,Private
5,Mindanao State University - Iligan Institute of Technology,Iligan,Engineering,Electrical,40,"Public-private
partnership"
6,University of San Carlos,Cebu,Engineering,Electrical,61,Private
7,University of the Philippines Los Banos,Los Banos,Engineering,Electrical,15,"Public-private
partnership"
8,University of the Philippines Manila,Manila,Engineering,Electrical,51,"Public-private
partnership"
9,University of Santo Tomas,Manila,Engineering,Electrical,90,Private
10,Technological Institute of the Philippines,Manila,Engineering,Electrical,66,Private
11,Caraga State University,Butuan,Engineering,Electrical,84,"Public-private
partnership"
12,University of Science and Technology of Southern Philippines,Cagayan de Oro,Engineering,Electrical,80,"Public-private
partnership"
13,Polytechnic University of the Philippines,Manila,Engineering,Electrical,40,"Public-private
partnership"
14,Batangas State University,Batangas,Engineering,Electrical,85,"Public-private
partnership"
15,University of Mindanao,Davao,Engineering,Electrical,92,Private
16,Adamson University,Manila,Engineering,Electrical,61,Private
17,Lyceum of the Philippines University,Manila,Engineering,Electrical,82,Private
18,Bulacan State University,Malolos,Engineering,Electrical,52,"Public-private
partnership"
19,Surigao del Sur State University,Tandag,Engineering,Electrical,83,"Public-private
partnership"
1,University of the Philippines Diliman,Quezon,Engineering,Electronic,12,"Public-private
partnership"
2,De La Salle University,Manila,Engineering,Electronic,35,Private
3,Mapua University,Manila,Engineering,Electronic,78,Private
4,Mindanao State University - Iligan Institute of Technology,Iligan,Engineering,Electronic,40,"Public-private
partnership"
5,Ateneo de Manila University,Quezon,Engineering,Electronic,42,Private
6,University of Santo Tomas,Manila,Engineering,Electronic,90,Private
